character,keyword,reading,decomposition,spatial,ids,components_detail,tags
笃,genuine,du3,horse,⿱ (top-bottom),⿱𥫗马,马 = horse,SC::L1
俦,comrades,chou2,longevity,⿰ (left-right),⿰亻寿,寿 = longevity,SC::L1
俨,majestic,yan3,strict,⿰ (left-right),⿰亻严,严 = strict,SC::L1
俅,ornamental cap,qiu2,request,⿰ (left-right),⿰亻求,求 = request,SC::L1
俪,husband and wife,li4,lovely,⿰ (left-right),⿰亻丽,丽 = lovely,SC::L1
垡,to turn the soil,fa2,fell + soil,⿱ (top-bottom),⿱伐土,"伐 = fell, 土 = soil",SC::L1
牮,to prop up,jian4,substitute for + cow,⿱ (top-bottom),⿱代牛,"代 = substitute for, 牛 = cow",SC::L1
俣,big (2),yu3,Wu,⿰ (left-right),⿰亻吴,吴 = Wu,SC::L1
俚,old name for the 黎[Li2] ethnic group,Li3,li / ri,⿰ (left-right),⿰亻里,里 = li / ri,SC::L1
皈,to comply with,gui1,white + against / anti-,⿰ (left-right),⿰白反,"白 = white, 反 = against / anti-",SC::L1
俑,wooden figures buried with the dead,yong3,chop-rack,⿰ (left-right),⿰亻甬,甬 = chop-rack,SC::L1
俟,used in 万俟[Mo4 qi2],qi2,crossbow,⿰ (left-right),⿰亻矣,矣 = crossbow,SC::L1
逅,used in 邂逅[xie4 hou4],hou4,road + behind / queen / empress,⿺ (bottom-left-wrap),⿺辶后,"辶 = road, 后 = behind / queen / empress",SC::L1
徇,to give in to,xun4,decameron,⿰ (left-right),⿰彳旬,旬 = decameron,SC::L1
徉,to walk back and forth,yang2,sheep,⿰ (left-right),⿰彳羊,羊 = sheep,SC::L1
舢,sampan,shan1,boat + mountain,⿰ (left-right),⿰舟山,"舟 = boat, 山 = mountain",SC::L1
郗,surname Chi,Chi1,hope + pinnacle,⿰ (left-right),⿰希阝,"希 = hope, 阝 = pinnacle",SC::L1
俎,a stand for food at sacrifice,zu3,moreover,⿰ (left-right),⿰仌且,且 = moreover,SC::L1
郤,surname Xi,Xi4,valley + pinnacle,⿰ (left-right),⿰谷阝,"谷 = valley, 阝 = pinnacle",SC::L1
郛,suburbs,fu2,fledglings + pinnacle,⿰ (left-right),⿰孚阝,"孚 = fledglings, 阝 = pinnacle",SC::L1
瓴,concave channels of tiling,ling2,orders + tile,⿰ (left-right),⿰令瓦,"令 = orders, 瓦 = tile",SC::L1
胨,a kind of protein,dong4,month + east,⿰ (left-right),⿰月东,"月 = month, 东 = east",SC::L1
胪,to state,lu2,month + Louvre,⿰ (left-right),⿰月卢,"月 = month, 卢 = Louvre",SC::L1
胛,shoulder blade,jia3,month + first / armor,⿰ (left-right),⿰月甲,"月 = month, 甲 = first / armor",SC::L1
胂,arsine,shen4,month + express / speaketh,⿰ (left-right),⿰月申,"月 = month, 申 = express / speaketh",SC::L1
胙,to grant or bestow,zuo4,month + for the first time,⿰ (left-right),⿰月乍,"月 = month, 乍 = for the first time",SC::L1
胍,guanidine,gua1,month + melon,⿰ (left-right),⿰月瓜,"月 = month, 瓜 = melon",SC::L1
胗,gizzard (2),zhen1,month + cocktail,⿰ (left-right),⿰月㐱,"月 = month, 㐱 = cocktail",SC::L1
胝,used in 胼胝[pian2 zhi1],zhi1,month + calling card,⿰ (left-right),⿰月氐,"月 = month, 氐 = calling card",SC::L1
朐,surname Qu,Qu2,month + sentence / phrase,⿰ (left-right),⿰月句,"月 = month, 句 = sentence / phrase",SC::L1
胫,lower part of leg,jing4,month + spool,⿰ (left-right),⿰月𢀖,"月 = month, 𢀖 = spool",SC::L1
鸨,Chinese bustard,bao3,bird,⿰ (left-right),⿰𠤏鸟,鸟 = bird,SC::L1
匍,used in 匍匐[pu2 fu2],pu2,bound up + Fu / offspring,⿹ (top-right-wrap),⿹勹甫,"勹 = bound up, 甫 = Fu / offspring",SC::L1
狨,marmoset (zoology),rong2,,⿰ (left-right),⿰犭戎,,SC::L1
狯,crafty,kuai4,meeting,⿰ (left-right),⿰犭会,会 = meeting,SC::L1
飑,storm,biao1,wind + wrap,⿺ (bottom-left-wrap),⿺风包,"风 = wind, 包 = wrap",SC::L1
狩,to hunt,shou4,guard,⿰ (left-right),⿰犭守,守 = guard,SC::L1
狲,used in 猢猻|猢狲[hu2 sun1],sun1,grandchild,⿰ (left-right),⿰犭孙,孙 = grandchild,SC::L1
訇,sound of a crash,Hong1,bound up + say,⿹ (top-right-wrap),⿹勹言,"勹 = bound up, 言 = say",SC::L1
逄,surname Pang,Pang2,road,⿺ (bottom-left-wrap),⿺辶夅,辶 = road,SC::L1
昝,surname Zan,Zan3,location + day,⿱ (top-bottom),⿱处日,"处 = location, 日 = day",SC::L1
饷,soldier's pay,xiang3,orientation / yonder,⿰ (left-right),⿰饣向,向 = orientation / yonder,SC::L1
饸,used in 餄餎|饸饹[he2 le5],he2,fit,⿰ (left-right),⿰饣合,合 = fit,SC::L1
饹,used in 餎餷|饹馇[ge1 zha5],ge1,each,⿰ (left-right),⿰饣各,各 = each,SC::L1
胤,heir,yin4,,⿰ (left-right),⿰丿𦙌,,SC::L1
孪,twins,luan2,child,⿱ (top-bottom),⿱𰁜子,子 = child,SC::L1
娈,docile,luan2,woman,⿱ (top-bottom),⿱𰁜女,女 = woman,SC::L1
弈,ancient name for go (Chinese board game),yi4,likewise + hands joined,⿱ (top-bottom),⿱亦廾,"亦 = likewise, 廾 = hands joined",SC::L1
庥,protection,xiu1,extensive + rest,⿸ (top-left-wrap),⿸广休,"广 = extensive, 休 = rest",SC::L1
疬,used in 瘰癧|瘰疬[luo3 li4],li4,sickness + experience,⿸ (top-left-wrap),⿸疒历,"疒 = sickness, 历 = experience",SC::L1
疣,nodule,you2,sickness + remarkable / understandably,⿸ (top-left-wrap),⿸疒尤,"疒 = sickness, 尤 = remarkable / understandably",SC::L1
疥,scabies,jie4,sickness + introduce / jammed in,⿸ (top-left-wrap),⿸疒介,"疒 = sickness, 介 = introduce / jammed in",SC::L1
疭,used in 瘛瘲|瘛疭[chi4 zong4],zong4,sickness + follow,⿸ (top-left-wrap),⿸疒从,"疒 = sickness, 从 = follow",SC::L1
庠,a school,xiang2,extensive + sheep,⿸ (top-left-wrap),⿸广羊,"广 = extensive, 羊 = sheep",SC::L1
竑,to estimate,hong2,standing up / stand up,⿰ (left-right),⿰立厷,立 = standing up / stand up,SC::L1
飒,sound of wind,sa4,standing up / stand up + wind,⿰ (left-right),⿰立风,"立 = standing up / stand up, 风 = wind",SC::L1
闼,door of an inner room,ta4,gate + reach,⿵ (surround-open-bottom),⿵门达,"门 = gate, 达 = reach",SC::L1
闾,gate of a village,lu:2,gate + spine,⿵ (surround-open-bottom),⿵门吕,"门 = gate, 吕 = spine",SC::L1
闿,to loosen,kai3,gate + (rhetorical question),⿵ (surround-open-bottom),⿵门岂,"门 = gate, 岂 = (rhetorical question)",SC::L1
阂,blocked or separated,he2,gate + sign of the hog,⿵ (surround-open-bottom),⿵门亥,"门 = gate, 亥 = sign of the hog",SC::L1
羑,to lead,you3,long time,⿱ (top-bottom),⿱𦍌久,久 = long time,SC::L1
迸,to burst forth,beng4,road + combine,⿺ (bottom-left-wrap),⿺辶并,"辶 = road, 并 = combine",SC::L1
籼,long-grained rice,xian1,rice + mountain,⿰ (left-right),⿰米山,"米 = rice, 山 = mountain",SC::L1
炳,glorious,bing3,fire + third / third class,⿰ (left-right),⿰火丙,"火 = fire, 丙 = third / third class",SC::L1
炻,stoneware,shi2,fire + stone,⿰ (left-right),⿰火石,"火 = fire, 石 = stone",SC::L1
炽,to burn,chi4,fire + only,⿰ (left-right),⿰火只,"火 = fire, 只 = only",SC::L1
烀,to cook in a small quantity of water,hu1,fire + ooh!,⿰ (left-right),⿰火乎,"火 = fire, 乎 = ooh!",SC::L1
炷,wick of an oil lamp,zhu4,fire + lord,⿰ (left-right),⿰火主,"火 = fire, 主 = lord",SC::L1
烃,hydrocarbon,ting1,fire + spool,⿰ (left-right),⿰火𢀖,"火 = fire, 𢀖 = spool",SC::L1
洱,a lake in Yunnan,er3,ear,⿰ (left-right),⿰氵耳,耳 = ear,SC::L1
洹,river in Henan province,huan2,,⿰ (left-right),⿰氵亘,,SC::L1
洧,name of a river in Honan,wei3,possess,⿰ (left-right),⿰氵有,有 = possess,SC::L1
洌,to cleanse,lie4,line up / file,⿰ (left-right),⿰氵列,列 = line up / file,SC::L1
浃,soaked,jia1,press from both sides,⿰ (left-right),⿰氵夹,夹 = press from both sides,SC::L1
洇,to soak,yan1,cause,⿰ (left-right),⿰氵因,因 = cause,SC::L1
洄,eddying,hui2,return / -times,⿰ (left-right),⿰氵回,回 = return / -times,SC::L1
洙,name of a river in Shandong,Zhu1,vermillion / vermilion,⿰ (left-right),⿰氵朱,朱 = vermillion / vermilion,SC::L1
涎,saliva (2),xian2,prolong,⿰ (left-right),⿰氵延,延 = prolong,SC::L1
洎,to reach,ji4,oneself,⿰ (left-right),⿰氵自,自 = oneself,SC::L1
洫,to ditch,xu4,blood,⿰ (left-right),⿰氵血,血 = blood,SC::L1
浍,drain,kuai4,meeting,⿰ (left-right),⿰氵会,会 = meeting,SC::L1
洮,cleanse,tao2,portent,⿰ (left-right),⿰氵兆,兆 = portent,SC::L1
洵,truly,xun2,decameron,⿰ (left-right),⿰氵旬,旬 = decameron,SC::L1
浒,bank of a river,hu3,permit,⿰ (left-right),⿰氵许,许 = permit,SC::L1
浔,steep bank,xun2,seek,⿰ (left-right),⿰氵寻,寻 = seek,SC::L1
浕,river in Hubei province,Jin4,exhausted,⿰ (left-right),⿰氵尽,尽 = exhausted,SC::L1
洳,damp,ru4,be like / likeness,⿰ (left-right),⿰氵如,如 = be like / likeness,SC::L1
恸,grief,tong4,move,⿰ (left-right),⿰忄动,动 = move,SC::L1
恓,troubled,xi1,west,⿰ (left-right),⿰忄西,西 = west,SC::L1
恹,used in 懨懨|恹恹[yan1 yan1],yan1,detest,⿰ (left-right),⿰忄厌,厌 = detest,SC::L1
恫,frighten,dong4,same,⿰ (left-right),⿰忄同,同 = same,SC::L1
恺,joyful,kai3,(rhetorical question),⿰ (left-right),⿰忄岂,岂 = (rhetorical question),SC::L1
恻,sorrowful,ce4,rule,⿰ (left-right),⿰忄则,则 = rule,SC::L1
恂,honest,xun2,decameron,⿰ (left-right),⿰忄旬,旬 = decameron,SC::L1
恪,scrupulous,Ke4,each,⿰ (left-right),⿰忄各,各 = each,SC::L1
恽,surname Yun,Yun4,army,⿰ (left-right),⿰忄军,军 = army,SC::L1
宥,to forgive,you4,house + possess,⿱ (top-bottom),⿱宀有,"宀 = house, 有 = possess",SC::L1
扃,to shut or bolt a door,jiong1,door,⿸ (top-left-wrap),⿸户冋,户 = door,SC::L1
衲,cassock,na4,internal / inside,⿰ (left-right),⿰衤内,内 = internal / inside,SC::L1
衽,overlapping part of Chinese gown,ren4,porter,⿰ (left-right),⿰衤壬,壬 = porter,SC::L1
衿,collar or lapel of garment,jin1,now,⿰ (left-right),⿰衤今,今 = now,SC::L1
袂,sleeve of a robe,mei4,guillotine,⿰ (left-right),⿰衤夬,夬 = guillotine,SC::L1
祛,sacrifice to drive away calamity,qu1,go / gone,⿰ (left-right),⿰礻去,去 = go / gone,SC::L1
祜,celestial blessing,hu4,ancient / old,⿰ (left-right),⿰礻古,古 = ancient / old,SC::L1
祓,to remove evil,fu2,seeing-eye chihuahua,⿰ (left-right),⿰礻犮,犮 = seeing-eye chihuahua,SC::L1
祚,blessing,zuo4,for the first time,⿰ (left-right),⿰礻乍,乍 = for the first time,SC::L1
诮,ridicule,qiao4,resemble / resemblance,⿰ (left-right),⿰讠肖,肖 = resemble / resemblance,SC::L1
祗,respectful (ly),zhi1,calling card,⿰ (left-right),⿰礻氐,氐 = calling card,SC::L1
祢,you (used to address a deity),ni3,you (literary),⿰ (left-right),⿰礻尔,尔 = you (literary),SC::L1
诰,to grant (a title),gao4,declare / revelation,⿰ (left-right),⿰讠告,告 = declare / revelation,SC::L1
诳,to dupe,kuang2,crazy / lunatic,⿰ (left-right),⿰讠狂,狂 = crazy / lunatic,SC::L1
鸩,legendary bird whose feathers can be used as poison,zhen4,Frankenbowser Rex + bird,⿰ (left-right),⿰冘鸟,"冘 = Frankenbowser Rex, 鸟 = bird",SC::L1
昶,old variant of 暢|畅[chang4],chang3,eternity + day,⿺ (bottom-left-wrap),⿺永日,"永 = eternity, 日 = day",SC::L1
郡,canton,jun4,monarch / old boy + pinnacle,⿰ (left-right),⿰君阝,"君 = monarch / old boy, 阝 = pinnacle",SC::L1
咫,8 in. length unit of Zhou dynasty,zhi3,ruler / shaku + only,⿺ (bottom-left-wrap),⿺尺只,"尺 = ruler / shaku, 只 = only",SC::L1
弭,to stop,mi3,bow + ear,⿰ (left-right),⿰弓耳,"弓 = bow, 耳 = ear",SC::L1
牁,Taiwan pr. [ge1],ke1,bunk beds + can,⿰ (left-right),⿰爿可,"爿 = bunk beds, 可 = can",SC::L1
胥,assist,Xu1,critters,⿱ (top-bottom),⿱疋⺝,疋 = critters,SC::L1
陛,the steps to the throne,bi4,pinnacle,⿰ (left-right),⿰阝坒,阝 = pinnacle,SC::L1
陟,to advance,zhi4,pinnacle + footstep,⿰ (left-right),⿰阝步,"阝 = pinnacle, 步 = footstep",SC::L1
娅,term of address between husbands of sisters,ya4,woman + Asia,⿰ (left-right),⿰女亚,"女 = woman, 亚 = Asia",SC::L1
姮,feminine name (old),heng2,woman,⿰ (left-right),⿰女亘,女 = woman,SC::L1
娆,charming,rao2,woman + Yao,⿰ (left-right),⿰女尧,"女 = woman, 尧 = Yao",SC::L1
姝,pretty woman,shu1,woman + vermillion / vermilion,⿰ (left-right),⿰女朱,"女 = woman, 朱 = vermillion / vermilion",SC::L1
姣,surname Jiao,Jiao1,woman + mingle,⿰ (left-right),⿰女交,"女 = woman, 交 = mingle",SC::L1
姘,to be a mistress or lover,pin1,woman + combine,⿰ (left-right),⿰女并,"女 = woman, 并 = combine",SC::L1
姹,colorful,cha4,woman + dwelling / home,⿰ (left-right),⿰女宅,"女 = woman, 宅 = dwelling / home",SC::L1
怼,to attack verbally,dui3,that's right + heart,⿱ (top-bottom),⿱对心,"对 = that's right, 心 = heart",SC::L1
羿,name of a legendary archer (also called 后羿[Hou4 Yi4]),Yi4,feathers + hands joined,⿱ (top-bottom),⿱羽廾,"羽 = feathers, 廾 = hands joined",SC::L1
炱,soot,tai2,platform / pedestal + fire,⿱ (top-bottom),⿱台火,"台 = platform / pedestal, 火 = fire",SC::L1
矜,to boast,jin1,spear / halberd + now,⿰ (left-right),⿰矛今,"矛 = spear / halberd, 今 = now",SC::L1
绔,trousers (2),ku4,thread + brag,⿰ (left-right),⿰纟夸,"纟 = thread, 夸 = brag",SC::L1
骁,good horse,xiao1,horse + Yao,⿰ (left-right),⿰马尧,"马 = horse, 尧 = Yao",SC::L1
骅,chestnut horse,hua2,horse + splendor,⿰ (left-right),⿰马华,"马 = horse, 华 = splendor",SC::L1
绗,to quilt,hang2,thread + line of business / going,⿰ (left-right),⿰纟行,"纟 = thread, 行 = line of business / going",SC::L1
绛,capital of the Jin State during the Spring and Autumn Period (770-475 BC),Jiang4,thread,⿰ (left-right),⿰纟夅,纟 = thread,SC::L1
骈,surname Pian,Pian2,horse + combine,⿰ (left-right),⿰马并,"马 = horse, 并 = combine",SC::L1
耖,harrow-like implement for pulverizing clods of soil,chao4,Christmas tree + few,⿰ (left-right),⿰耒少,"耒 = Christmas tree, 少 = few",SC::L1
挈,to take along (e.g. one's family),qie4,hand,⿱ (top-bottom),⿱㓞手,手 = hand,SC::L1
珥,pearl or jade earring,er3,ear,⿰ (left-right),⿰𤣩耳,耳 = ear,SC::L1
珙,precious stone,gong3,together,⿰ (left-right),⿰𤣩共,共 = together,SC::L1
顼,Taiwan pr. [Xu4],Xu1,page,⿰ (left-right),⿰𤣩页,页 = page,SC::L1
珰,pendant ornament,dang1,work as / hit,⿰ (left-right),⿰𤣩当,当 = work as / hit,SC::L1
珩,top gem of pendant from girdle,heng2,line of business / going,⿰ (left-right),⿰𤣩行,行 = line of business / going,SC::L1
珧,mother-of-pearl,yao2,portent,⿰ (left-right),⿰𤣩兆,兆 = portent,SC::L1
珣,name of a kind of jade,xun2,decameron,⿰ (left-right),⿰𤣩旬,旬 = decameron,SC::L1
珞,neck-ornament,luo4,each,⿰ (left-right),⿰𤣩各,各 = each,SC::L1
琤,tinkling of gems,cheng1,contend,⿰ (left-right),⿰𤣩争,争 = contend,SC::L1
珲,bright (2),hun2,army,⿰ (left-right),⿰𤣩军,军 = army,SC::L1
敖,surname Ao,Ao2,taskmaster,⿰ (left-right),⿰𫠤攵,攵 = taskmaster,SC::L1
恚,rage,hui4,squared jewel + heart,⿱ (top-bottom),⿱圭心,"圭 = squared jewel, 心 = heart",SC::L1
埔,arena,bu4,soil + Fu / offspring,⿰ (left-right),⿰土甫,"土 = soil, 甫 = Fu / offspring",SC::L1
埕,a large,cheng2,soil + submit / display,⿰ (left-right),⿰土呈,"土 = soil, 呈 = submit / display",SC::L1
埘,hen roost,shi2,soil + time,⿰ (left-right),⿰土时,"土 = soil, 时 = time",SC::L1
埙,ocarina,xun1,soil + employee,⿰ (left-right),⿰土员,"土 = soil, 员 = employee",SC::L1
埚,crucible (2),guo1,soil + esophagus,⿰ (left-right),⿰土呙,"土 = soil, 呙 = esophagus",SC::L1
挹,to scoop up,yi4,fingers,⿰ (left-right),⿰扌邑,扌 = fingers,SC::L1
耆,man of sixty or seventy,qi2,old man + day,⿱ (top-bottom),⿱老日,"老 = old man, 日 = day",SC::L1
耄,extremely aged (in one's 80s or 90s),mao4,old man + fur,⿱ (top-bottom),⿱老毛,"老 = old man, 毛 = fur",SC::L1
埒,enclosure,lie4,soil,⿰ (left-right),⿰土寽,土 = soil,SC::L1
捋,to smooth or arrange sth using one's fingers,lu:3,fingers,⿰ (left-right),⿰扌寽,扌 = fingers,SC::L1
贽,gifts to superiors,zhi4,clench + shellfish,⿱ (top-bottom),⿱执贝,"执 = clench, 贝 = shellfish",SC::L1
垸,a dyke,,soil + finish / perfect,⿰ (left-right),⿰土完,"土 = soil, 完 = finish / perfect",SC::L1
捃,to sort,jun4,fingers + monarch / old boy,⿰ (left-right),⿰扌君,"扌 = fingers, 君 = monarch / old boy",SC::L1
盍,why not,he2,go / gone + dish,⿱ (top-bottom),⿱去皿,"去 = go / gone, 皿 = dish",SC::L1
荸,water chestnut,bi2,flower + Sunday school,⿱ (top-bottom),⿱艹孛,"艹 = flower, 孛 = Sunday school",SC::L1
莆,a kind of legendary tree,pu2,flower + Fu / offspring,⿱ (top-bottom),⿱艹甫,"艹 = flower, 甫 = Fu / offspring",SC::L1
莳,used in 蒔蘿|莳萝[shi2 luo2],shi2,flower + time,⿱ (top-bottom),⿱艹时,"艹 = flower, 时 = time",SC::L1
莴,used in 萵筍|莴笋[wo1 sun3],wo1,flower + esophagus,⿱ (top-bottom),⿱艹呙,"艹 = flower, 呙 = esophagus",SC::L1
莪,"zedoary (Curcuma zedoaria), plant rhizome similar to turmeric",e2,flower + I / ego,⿱ (top-bottom),⿱艹我,"艹 = flower, 我 = I / ego",SC::L1
莠,Setaria viridis,you3,flower + elegant / excel,⿱ (top-bottom),⿱艹秀,"艹 = flower, 秀 = elegant / excel",SC::L1
莓,berry,mei2,flower + every,⿱ (top-bottom),⿱艹每,"艹 = flower, 每 = every",SC::L1
莜,Avena nuda,you2,flower,⿱ (top-bottom),⿱艹攸,艹 = flower,SC::L1
莅,river in Hebei,Li4,flower + position / rank,⿱ (top-bottom),⿱艹位,"艹 = flower, 位 = position / rank",SC::L1
荼,thistle,tu2,flower + moi / excess / too much,⿱ (top-bottom),⿱艹余,"艹 = flower, 余 = moi / excess / too much",SC::L1
莩,membrane lining inside a cylindrical stem,fu2,flower + fledglings,⿱ (top-bottom),⿱艹孚,"艹 = flower, 孚 = fledglings",SC::L1
荽,coriander,sui1,flower + appropriate / gentle,⿱ (top-bottom),⿱艹妥,"艹 = flower, 妥 = appropriate / gentle",SC::L1
莸,Caryopteris divaricata,you2,flower + just like,⿱ (top-bottom),⿱艹犹,"艹 = flower, 犹 = just like",SC::L1
荻,Anaphalis yedoensis (pearly everlasting reed),di2,flower,⿱ (top-bottom),⿱艹狄,艹 = flower,SC::L1
莘,surname Shen,Shen1,flower + peppery / spicy,⿱ (top-bottom),⿱艹辛,"艹 = flower, 辛 = peppery / spicy",SC::L1
莎,katydid (family Tettigoniidae),sha1,flower + sand / grains of sand,⿱ (top-bottom),⿱艹沙,"艹 = flower, 沙 = sand / grains of sand",SC::L1
莞,Skimmia japonica,guan1,flower + finish / perfect,⿱ (top-bottom),⿱艹完,"艹 = flower, 完 = finish / perfect",SC::L1
莨,Scopalia japonica maxin,lang4,flower + high-quality / good,⿱ (top-bottom),⿱艹良,"艹 = flower, 良 = high-quality / good",SC::L1
鸪,partridge,gu1,ancient / old + bird,⿰ (left-right),⿰古鸟,"古 = ancient / old, 鸟 = bird",SC::L1
莼,used in 蓴菜|莼菜[chun2 cai4],chun2,flower + unadulterated,⿱ (top-bottom),⿱艹纯,"艹 = flower, 纯 = unadulterated",SC::L1
栲,"chinquapin (Castanopsis fargesii and other spp.), genus of evergreen trees",kao3,tree + take an exam / consider,⿰ (left-right),⿰木考,"木 = tree, 考 = take an exam / consider",SC::L1
栳,a basket,lao3,tree + old man,⿰ (left-right),⿰木老,"木 = tree, 老 = old man",SC::L1
郴,name of a district in Hunan,chen1,woods / grove + pinnacle,⿰ (left-right),⿰林阝,"林 = woods / grove, 阝 = pinnacle",SC::L1
桓,Chinese soapberry (Sapindus mukurossi),Huan2,tree,⿰ (left-right),⿰木亘,木 = tree,SC::L1
桡,to disturb,nao2,tree + Yao,⿰ (left-right),⿰木尧,"木 = tree, 尧 = Yao",SC::L1
桎,fetters,zhi4,tree + until / climax,⿰ (left-right),⿰木至,"木 = tree, 至 = until / climax",SC::L1
桢,privet (genus Ligustrum),zhen1,tree + chaste,⿰ (left-right),⿰木贞,"木 = tree, 贞 = chaste",SC::L1
桤,alder,qi1,tree + (rhetorical question),⿰ (left-right),⿰木岂,"木 = tree, 岂 = (rhetorical question)",SC::L1
梃,a club (weapon),ting3,tree + royal court / courts,⿰ (left-right),⿰木廷,"木 = tree, 廷 = royal court / courts",SC::L1
栝,Juniperus chinensis,gua1,tree + tongue,⿰ (left-right),⿰木舌,"木 = tree, 舌 = tongue",SC::L1
