character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
愛,love,619,,737,"ài: to love, affection, to be fond of, to like",dropdrop + eyedropper + eyedropper + dropdrop + crown + dropdrop + hook + eyedropper + eyedropper + 夊,⿳ (top-mid-bottom),⿳爫冖𢖻,"<span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">冖</span> <span style=""color:#666"">crown</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span>",RTH RTK,RTH1::L22 RTK1v5::L23
感,feel / emotion,540,576,615,"gǎn: to feel, to move, to touch, to affect",salty + heart,⿱ (top-bottom),⿱咸心,"<span style=""color:#1a5276"">咸</span> <span style=""color:#666"">salty</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",RSH RTH RTK,RSH1::L21 RTH1::L21 RTK1v5::L22
愣,dumbfounded,,1814,,"lèng: to look distracted, to stare blankly, distracted, blank",state of mind + net + compass,⿰ (left-right),⿰忄𬙙,"<span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind)</span><br><span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: net)</span><br><span style=""color:#1a5276"">方</span> <span style=""color:#666"">direction</span> <span style=""color:#999"">(alias: compass)</span>",RSH,RSH2::L21
愤,indignation,,1874,,"fèn: indignant, anger, resentment",state of mind + local-yokel chowder,⿰ (left-right),⿰忄贲,"<span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind)</span><br><span style=""color:#1a5276"">贲</span> <span style=""color:#666"">local-yokel chowder</span>",RSH,RSH2::L22
愧,ashamed,2903,2929,,kuì: ashamed,state of mind + ghost,⿰ (left-right),⿰忄鬼,"<span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind)</span><br><span style=""color:#1a5276"">鬼</span> <span style=""color:#666"">ghost</span>",RSH RTH,RSH2::L54 RTH2::L54
愿,wish,,571,,"yuàn: to hope, to wish, to desire, hoped-for",flatlands + heart,⿸ (top-left-wrap),⿸原心,"<span style=""color:#1a5276"">原</span> <span style=""color:#666"">flatlands</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",RSH,RSH1::L21
慄,shudder,,,3024,,heart + chestnut,⿰ (left-right),⿰忄栗,"<span style=""color:#1a5276"">忄</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span><br><span style=""color:#1a5276"">栗</span> <span style=""color:#666"">chestnut</span>",RTK,RTK1v5::Sup.
慈,kindhearted / mercy,2353,2417,1389,"cí: compassionate, gentle, merciful, kind",Mona Lisa + heart,⿱ (top-bottom),⿱兹心,"<span style=""color:#1a5276"">兹</span> <span style=""color:#666"">Mona Lisa</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",RSH RTH RTK,RSH2::L35 RTH2::L35 RTK1v5::L36
態,attitude,1433,,2005,tài: attitude,ability + dropdrop + hook + eyedropper + eyedropper,⿱ (top-bottom),⿱能心,"<span style=""color:#1a5276"">能</span> <span style=""color:#666"">ability</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RTH RTK,RTH1::L53 RTK1v5::L54
慌,nervous / disconcerted,1775,1813,624,"huāng: to get panicky, to lose one's head, (coll.) (after 得) unbearably, terribly",state of mind + wasteland,⿰ (left-right),⿰忄荒,"<span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind)</span><br><span style=""color:#1a5276"">荒</span> <span style=""color:#666"">wasteland</span>",RSH RTH RTK,RSH2::L21 RTH2::L21 RTK1v5::L22
慎,prudent / humility,1758,1802,630,"shèn: careful, cautious",state of mind + true,⿰ (left-right),⿰忄真,"<span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind)</span><br><span style=""color:#1a5276"">真</span> <span style=""color:#666"">true</span>",RSH RTH RTK,RSH2::L21 RTH2::L21 RTK1v5::L22
慕,admire / pining,1765,1819,633,mù: admire,graveyard + valentine,⿱ (top-bottom),⿱莫⺗,"<span style=""color:#1a5276"">莫</span> <span style=""color:#666"">nobody</span> <span style=""color:#999"">(alias: graveyard)</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: valentine)</span>",RSH RTH RTK,RSH2::L21 RTH2::L21 RTK1v5::L22
慘,wretched,1268,,,"cǎn: miserable, wretched, cruel, inhuman",heart + 𠃋 + eyedropper + 𠃋 + eyedropper + 𠃋 + eyedropper + cocktail,⿰ (left-right),⿰忄參,"<span style=""color:#1a5276"">忄</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">㐱</span> <span style=""color:#666"">cocktail</span>",RTH,RTH1::L44
慚,conscience-stricken,2131,,,cán: ashamed,heart + floor + daybreak + walking stick + dropdrop + drop + floor + walking stick,⿰ (left-right),⿰忄斬,"<span style=""color:#1a5276"">忄</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">旦</span> <span style=""color:#666"">daybreak</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span>",RTH,RTH2::L30
慢,slow / ridicule,675,724,829,màn: slow,state of mind + mandala,⿰ (left-right),⿰忄曼,"<span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind)</span><br><span style=""color:#1a5276"">曼</span> <span style=""color:#666"">drawn out</span> <span style=""color:#999"">(alias: mandala)</span>",RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25
慣,accustomed to,545,,627,"guàn: accustomed to, used to, indulge, to spoil (a child)",heart + 毌 + pent in + floor + floor + drop + ㇏,⿰ (left-right),⿰忄貫,"<span style=""color:#1a5276"">忄</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span><br><span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span>",RTH RTK,RTH1::L21 RTK1v5::L22
慧,intelligent / astute,1169,1228,2851,huì: intelligent,bushes + broom + heart,⿱ (top-bottom),⿱彗心,"<span style=""color:#1a5276"">丰</span> <span style=""color:#666"">plentiful</span> <span style=""color:#999"">(alias: bushes)</span><br><span style=""color:#1a5276"">彐</span> <span style=""color:#666"">broom</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",RSH RTH RTK,RSH1::L39 RTH1::L39 RTK3v2::CH03
慨,incensed / rue,2464,2528,1483,"kǎi: generous, sad",state of mind + since,⿰ (left-right),⿰忄既,"<span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind)</span><br><span style=""color:#1a5276"">既</span> <span style=""color:#666"">since</span>",RSH RTH RTK,RSH2::L37 RTH2::L37 RTK1v5::L38
慮,ponder / prudence,1423,,1996,"lǜ: to think over, to consider, anxiety",drop + magic wand + ⺂ + floor + hook + floor + hook + consider,⿸ (top-left-wrap),⿸虍思,"<span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">⺊</span> <span style=""color:#666"">divination</span> <span style=""color:#999"">(alias: magic wand)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span><br><span style=""color:#1a5276"">思</span> <span style=""color:#666"">consider</span>",RTH RTK,RTH1::L53 RTK1v5::L54
慰,console / consolation,2105,2165,1096,"wèi: to comfort, to console, to reassure",Cardinal Richelieu + heart,⿱ (top-bottom),⿱尉心,"<span style=""color:#1a5276"">尉</span> <span style=""color:#666"">Cardinal Richelieu</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",RSH RTH RTK,RSH2::L29 RTH2::L29 RTK1v5::L30
慶,celebrate / jubilation,2883,,2001,qìng: to celebrate,{55} + beret + dropdrop + hook + eyedropper + eyedropper + 夊,⿸ (top-left-wrap),⿸{55}⿱乛𢖻,"<span style=""color:#1a5276"">乛</span> <span style=""color:#666"">beret</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RTH RTK,RTH2::L53 RTK1v5::L54
慷,generous,2158,2228,,"kāng: generous, magnanimous",state of mind + hale,⿰ (left-right),⿰忄康,"<span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind)</span><br><span style=""color:#1a5276"">康</span> <span style=""color:#666"">hale</span>",RSH RTH,RSH2::L30 RTH2::L30
慾,lust / longing [old],648,,2984,"yù: desire, appetite, passion, lust",desire + dropdrop + hook + eyedropper + eyedropper,⿱ (top-bottom),⿱欲心,"<span style=""color:#1a5276"">欲</span> <span style=""color:#666"">desire</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RTH RTK,RTH1::L23 RTK3v2::CH06
憂,worried / melancholy,542,,616,"yōu: to worry, to concern oneself with, worried, anxiety",{36} + dropdrop + hook + eyedropper + eyedropper + 夊,⿱ (top-bottom),⿱{36}𢖻,"<span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RTH RTK,RTH1::L21 RTK1v5::L22
憋,suppress,,2042,,"biē: to choke, to stifle, to restrain, to hold back",shredder + heart,⿱ (top-bottom),⿱敝心,"<span style=""color:#1a5276"">敝</span> <span style=""color:#666"">shredder</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",RSH,RSH2::L25
憎,loathe / hate,1777,1816,626,zēng: to detest,state of mind + increase,⿰ (left-right),⿰忄曾,"<span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind)</span><br><span style=""color:#1a5276"">曾</span> <span style=""color:#666"">formerly</span> <span style=""color:#999"">(alias: increase)</span>",RSH RTH RTK,RSH2::L21 RTH2::L21 RTK1v5::L22
憐,pity / sympathize with,2888,,2051,lián: to pity,heart + jack-o’-lantern,⿰ (left-right),⿰忄粦,"<span style=""color:#1a5276"">忄</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span><br><span style=""color:#1a5276"">粦</span> <span style=""color:#666"">jack-o’-lantern</span>",RTH RTK,L # RTH2::L53 RTH2::L53 RTK3v2::CH01
憑,proof / possessed,2855,,2428,"píng: to lean against, to rely on, on the basis of, no matter (how, what etc)",ice + {51} + flames + dropdrop + hook + eyedropper + eyedropper,⿱ (top-bottom),⿱馮心,"<span style=""color:#1a5276"">冫</span> <span style=""color:#666"">ice</span><br><span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RTH RTK,RTH2::L53 RTK3v2::CH02
憤,indignation / aroused,1835,,1199,"fèn: indignant, anger, resentment",heart + haystack + pent in + floor + floor + drop + ㇏,⿰ (left-right),⿰忄賁,"<span style=""color:#1a5276"">忄</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span><br><span style=""color:#1a5276"">卉</span> <span style=""color:#666"">haystack</span><br><span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span>",RTH RTK,RTH2::L22 RTK1v5::L32
憧,yearn,,,2280,,heart + juvenile,⿰ (left-right),⿰忄童,"<span style=""color:#1a5276"">忄</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span><br><span style=""color:#1a5276"">童</span> <span style=""color:#666"">juvenile</span>",RTK,RTK3v2::CH02
憩,recess,,,611,,tongue + oneself + dropdrop + hook + eyedropper + eyedropper,⿱ (top-bottom),⿱⿰舌自心,"<span style=""color:#1a5276"">舌</span> <span style=""color:#666"">tongue</span><br><span style=""color:#1a5276"">自</span> <span style=""color:#666"">oneself</span> <span style=""color:#999"">(alias: nose, nostrils)</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RTK,RTK1v5::L22
